@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
605,983,5,1102,870,0.558824,0.994939,0.471463,0.994939,0.528537,0.639766,0.704392,1.41248,0
606,983,5,1101,871,0.558316,0.994939,0.471689,0.994939,0.528311,0.639974,0.704054,1.413158,0
607,983,5,1100,872,0.557809,0.994939,0.471916,0.994939,0.528084,0.640182,0.703716,1.413836,0
608,983,5,1099,873,0.557302,0.994939,0.472142,0.994939,0.527858,0.640391,0.703378,1.414515,0
609,983,5,1098,874,0.556795,0.994939,0.472369,0.994939,0.527631,0.6406,0.703041,1.415195,0
610,983,5,1097,875,0.556288,0.994939,0.472596,0.994939,0.527404,0.640808,0.702703,1.415875,0
611,983,5,1096,876,0.555781,0.994939,0.472823,0.994939,0.527177,0.641017,0.702365,1.416556,0
612,983,5,1095,877,0.555274,0.994939,0.473051,0.994939,0.526949,0.641226,0.702027,1.417238,0
613,983,5,1094,878,0.554767,0.994939,0.473279,0.994939,0.526721,0.641436,0.701689,1.41792,0
614,983,5,1093,879,0.55426,0.994939,0.473507,0.994939,0.526493,0.641645,0.701351,1.418603,0
615,983,5,1092,880,0.553753,0.994939,0.473735,0.994939,0.526265,0.641854,0.701014,1.419287,0
616,983,5,1091,881,0.553245,0.994939,0.473963,0.994939,0.526037,0.642064,0.700676,1.419971,0
617,983,5,1090,882,0.552738,0.994939,0.474192,0.994939,0.525808,0.642274,0.700338,1.420656,0
618,983,5,1089,883,0.552231,0.994939,0.474421,0.994939,0.525579,0.642484,0.7,1.421342,0
619,983,5,1088,884,0.551724,0.994939,0.47465,0.994939,0.52535,0.642694,0.699662,1.422028,0
620,983,5,1087,885,0.551217,0.994939,0.474879,0.994939,0.525121,0.642904,0.699324,1.422715,0
621,983,5,1086,886,0.55071,0.994939,0.475109,0.994939,0.524891,0.643114,0.698986,1.423403,0
622,983,5,1085,887,0.550203,0.994939,0.475338,0.994939,0.524662,0.643325,0.698649,1.424091,0
623,983,5,1084,888,0.549696,0.994939,0.475568,0.994939,0.524432,0.643535,0.698311,1.42478,0
624,983,5,1083,889,0.549189,0.994939,0.475799,0.994939,0.524201,0.643746,0.697973,1.42547,0
625,983,5,1082,890,0.548682,0.994939,0.476029,0.994939,0.523971,0.643957,0.697635,1.42616,0
626,983,5,1081,891,0.548174,0.994939,0.47626,0.994939,0.52374,0.644168,0.697297,1.426851,0
627,983,5,1080,892,0.547667,0.994939,0.476491,0.994939,0.523509,0.644379,0.696959,1.427543,0
628,983,5,1079,893,0.54716,0.994939,0.476722,0.994939,0.523278,0.64459,0.696622,1.428235,0
629,983,5,1078,894,0.546653,0.994939,0.476953,0.994939,0.523047,0.644802,0.696284,1.428928,0
630,983,5,1077,895,0.546146,0.994939,0.477184,0.994939,0.522816,0.645013,0.695946,1.429621,0
631,983,5,1076,896,0.545639,0.994939,0.477416,0.994939,0.522584,0.645225,0.695608,1.430316,0
632,983,5,1075,897,0.545132,0.994939,0.477648,0.994939,0.522352,0.645437,0.69527,1.431011,0
633,983,5,1074,898,0.544625,0.994939,0.47788,0.994939,0.52212,0.645649,0.694932,1.431706,0
634,983,5,1073,899,0.544118,0.994939,0.478113,0.994939,0.521887,0.645861,0.694595,1.432403,0
635,983,5,1072,900,0.543611,0.994939,0.478345,0.994939,0.521655,0.646073,0.694257,1.4331,0
636,983,5,1071,901,0.543103,0.994939,0.478578,0.994939,0.521422,0.646285,0.693919,1.433798,0
637,983,5,1070,902,0.542596,0.994939,0.478811,0.994939,0.521189,0.646498,0.693581,1.434496,0
638,983,5,1069,903,0.542089,0.994939,0.479045,0.994939,0.520955,0.646711,0.693243,1.435195,0
639,983,5,1068,904,0.541582,0.994939,0.479278,0.994939,0.520722,0.646923,0.692905,1.435895,0
640,983,5,1067,905,0.541075,0.994939,0.479512,0.994939,0.520488,0.647136,0.692568,1.436595,0
641,983,5,1066,906,0.540568,0.994939,0.479746,0.994939,0.520254,0.647349,0.69223,1.437296,0
642,983,5,1065,907,0.540061,0.994939,0.47998,0.994939,0.52002,0.647563,0.691892,1.437998,0
643,983,5,1064,908,0.539554,0.994939,0.480215,0.994939,0.519785,0.647776,0.691554,1.438701,0
644,983,5,1063,909,0.539047,0.994939,0.48045,0.994939,0.51955,0.647989,0.691216,1.439404,0
645,983,5,1062,910,0.53854,0.994939,0.480685,0.994939,0.519315,0.648203,0.690878,1.440108,0
646,983,5,1061,911,0.538032,0.994939,0.48092,0.994939,0.51908,0.648417,0.690541,1.440812,0
647,983,5,1060,912,0.537525,0.994939,0.481155,0.994939,0.518845,0.648631,0.690203,1.441517,0
648,983,5,1059,913,0.537018,0.994939,0.481391,0.994939,0.518609,0.648845,0.689865,1.442223,0
649,983,5,1058,914,0.536511,0.994939,0.481627,0.994939,0.518373,0.649059,0.689527,1.44293,0
650,983,5,1057,915,0.536004,0.994939,0.481863,0.994939,0.518137,0.649273,0.689189,1.443637,0
651,983,5,1056,916,0.535497,0.994939,0.482099,0.994939,0.517901,0.649488,0.688851,1.444345,0
652,983,5,1055,917,0.53499,0.994939,0.482336,0.994939,0.517664,0.649703,0.688514,1.445054,0
653,983,5,1054,918,0.534483,0.994939,0.482572,0.994939,0.517428,0.649917,0.688176,1.445763,0
654,983,5,1053,919,0.533976,0.994939,0.482809,0.994939,0.517191,0.650132,0.687838,1.446474,0
655,983,5,1052,920,0.533469,0.994939,0.483047,0.994939,0.516953,0.650347,0.6875,1.447184,0
656,983,5,1051,921,0.532961,0.994939,0.483284,0.994939,0.516716,0.650563,0.687162,1.447896,0
657,983,5,1050,922,0.532454,0.994939,0.483522,0.994939,0.516478,0.650778,0.686824,1.448608,0
658,983,5,1049,923,0.531947,0.994939,0.48376,0.994939,0.51624,0.650993,0.686486,1.449321,0
659,983,5,1048,924,0.53144,0.994939,0.483998,0.994939,0.516002,0.651209,0.686149,1.450035,0
660,983,5,1047,925,0.530933,0.994939,0.484236,0.994939,0.515764,0.651425,0.685811,1.450749,0
661,983,5,1046,926,0.530426,0.994939,0.484475,0.994939,0.515525,0.651641,0.685473,1.451464,0
662,983,5,1045,927,0.529919,0.994939,0.484714,0.994939,0.515286,0.651857,0.685135,1.45218,0
663,983,5,1044,928,0.529412,0.994939,0.484953,0.994939,0.515047,0.652073,0.684797,1.452896,0
664,983,5,1043,929,0.528905,0.994939,0.485192,0.994939,0.514808,0.652289,0.684459,1.453613,0
665,983,5,1042,930,0.528398,0.994939,0.485432,0.994939,0.514568,0.652506,0.684122,1.454331,0
666,983,5,1041,931,0.52789,0.994939,0.485672,0.994939,0.514328,0.652722,0.683784,1.45505,0
667,983,5,1040,932,0.527383,0.994939,0.485912,0.994939,0.514088,0.652939,0.683446,1.455769,0
668,983,5,1039,933,0.526876,0.994939,0.486152,0.994939,0.513848,0.653156,0.683108,1.456489,0
669,983,5,1038,934,0.526369,0.994939,0.486393,0.994939,0.513607,0.653373,0.68277,1.457209,0
670,983,5,1037,935,0.525862,0.994939,0.486634,0.994939,0.513366,0.65359,0.682432,1.457931,0
671,983,5,1036,936,0.525355,0.994939,0.486875,0.994939,0.513125,0.653808,0.682095,1.458653,0
672,983,5,1035,937,0.524848,0.994939,0.487116,0.994939,0.512884,0.654025,0.681757,1.459376,0
673,983,5,1034,938,0.524341,0.994939,0.487357,0.994939,0.512643,0.654243,0.681419,1.460099,0
674,983,5,1033,939,0.523834,0.994939,0.487599,0.994939,0.512401,0.654461,0.681081,1.460824,0
675,983,5,1032,940,0.523327,0.994939,0.487841,0.994939,0.512159,0.654679,0.680743,1.461549,0
676,983,5,1031,941,0.522819,0.994939,0.488083,0.994939,0.511917,0.654897,0.680405,1.462274,0
677,983,5,1030,942,0.522312,0.994939,0.488326,0.994939,0.511674,0.655115,0.680068,1.463001,0
678,983,5,1029,943,0.521805,0.994939,0.488569,0.994939,0.511431,0.655333,0.67973,1.463728,0
679,983,5,1028,944,0.521298,0.994939,0.488812,0.994939,0.511188,0.655552,0.679392,1.464456,0
680,983,5,1027,945,0.520791,0.994939,0.489055,0.994939,0.510945,0.655771,0.679054,1.465184,0
681,983,5,1026,946,0.520284,0.994939,0.489298,0.994939,0.510702,0.655989,0.678716,1.465914,0
682,983,5,1025,947,0.519777,0.994939,0.489542,0.994939,0.510458,0.656208,0.678378,1.466644,0
683,983,5,1024,948,0.51927,0.994939,0.489786,0.994939,0.510214,0.656427,0.678041,1.467374,0
684,983,5,1023,949,0.518763,0.994939,0.49003,0.994939,0.50997,0.656647,0.677703,1.468106,0
685,983,5,1022,950,0.518256,0.994939,0.490274,0.994939,0.509726,0.656866,0.677365,1.468838,0
686,983,5,1021,951,0.517748,0.994939,0.490519,0.994939,0.509481,0.657086,0.677027,1.469571,0
687,983,5,1020,952,0.517241,0.994939,0.490764,0.994939,0.509236,0.657305,0.676689,1.470305,0
688,983,5,1019,953,0.516734,0.994939,0.491009,0.994939,0.508991,0.657525,0.676351,1.471039,0
689,983,5,1018,954,0.516227,0.994939,0.491254,0.994939,0.508746,0.657745,0.676014,1.471774,0
690,983,5,1017,955,0.51572,0.994939,0.4915,0.994939,0.5085,0.657965,0.675676,1.47251,0
691,983,5,1016,956,0.515213,0.994939,0.491746,0.994939,0.508254,0.658185,0.675338,1.473247,0
692,983,5,1015,957,0.514706,0.994939,0.491992,0.994939,0.508008,0.658406,0.675,1.473984,0
693,983,5,1014,958,0.514199,0.994939,0.492238,0.994939,0.507762,0.658626,0.674662,1.474722,0
694,983,5,1013,959,0.513692,0.994939,0.492485,0.994939,0.507515,0.658847,0.674324,1.475461,0
695,983,5,1012,960,0.513185,0.994939,0.492732,0.994939,0.507268,0.659068,0.673986,1.476201,0
696,983,5,1011,961,0.512677,0.994939,0.492979,0.994939,0.507021,0.659289,0.673649,1.476941,0
697,983,5,1010,962,0.51217,0.994939,0.493226,0.994939,0.506774,0.65951,0.673311,1.477682,0
698,983,5,1009,963,0.511663,0.994939,0.493474,0.994939,0.506526,0.659732,0.672973,1.478424,0
699,983,5,1008,964,0.511156,0.994939,0.493722,0.994939,0.506278,0.659953,0.672635,1.479166,0
700,983,5,1007,965,0.510649,0.994939,0.49397,0.994939,0.50603,0.660175,0.672297,1.47991,0
701,983,5,1006,966,0.510142,0.994939,0.494218,0.994939,0.505782,0.660396,0.671959,1.480654,0
702,983,5,1005,967,0.509635,0.994939,0.494467,0.994939,0.505533,0.660618,0.671622,1.481399,0
703,983,5,1004,968,0.509128,0.994939,0.494716,0.994939,0.505284,0.66084,0.671284,1.482144,0
704,983,5,1003,969,0.508621,0.994939,0.494965,0.994939,0.505035,0.661063,0.670946,1.48289,0
705,983,5,1002,970,0.508114,0.994939,0.495214,0.994939,0.504786,0.661285,0.670608,1.483637,0
706,983,5,1001,971,0.507606,0.994939,0.495464,0.994939,0.504536,0.661507,0.67027,1.484385,0
707,983,5,1000,972,0.507099,0.994939,0.495714,0.994939,0.504286,0.66173,0.669932,1.485134,0
708,983,5,999,973,0.506592,0.994939,0.495964,0.994939,0.504036,0.661953,0.669595,1.485883,0
709,983,5,998,974,0.506085,0.994939,0.496214,0.994939,0.503786,0.662176,0.669257,1.486633,0
710,983,5,997,975,0.505578,0.994939,0.496465,0.994939,0.503535,0.662399,0.668919,1.487384,0
711,983,5,996,976,0.505071,0.994939,0.496716,0.994939,0.503284,0.662622,0.668581,1.488136,0
712,983,5,995,977,0.504564,0.994939,0.496967,0.994939,0.503033,0.662846,0.668243,1.488888,0
713,983,5,994,978,0.504057,0.994939,0.497218,0.994939,0.502782,0.663069,0.667905,1.489641,0
714,983,5,993,979,0.50355,0.994939,0.49747,0.994939,0.50253,0.663293,0.667568,1.490395,0
715,983,5,992,980,0.503043,0.994939,0.497722,0.994939,0.502278,0.663517,0.66723,1.491149,0
716,983,5,991,981,0.502535,0.994939,0.497974,0.994939,0.502026,0.663741,0.666892,1.491905,0
717,983,5,990,982,0.502028,0.994939,0.498226,0.994939,0.501774,0.663965,0.666554,1.492661,0
718,983,5,989,983,0.501521,0.994939,0.498479,0.994939,0.501521,0.664189,0.666216,1.493418,0
719,983,5,988,984,0.501014,0.994939,0.498732,0.994939,0.501268,0.664414,0.665878,1.494176,0
720,983,5,987,985,0.500507,0.994939,0.498985,0.994939,0.501015,0.664638,0.665541,1.494934,0
721,983,5,986,986,0.5,0.994939,0.499238,0.994939,0.500762,0.664863,0.665203,1.495693,0
722,983,5,985,987,0.499493,0.994939,0.499492,0.994939,0.500508,0.665088,0.664865,1.496453,0
723,983,5,984,988,0.498986,0.994939,0.499746,0.994939,0.500254,0.665313,0.664527,1.497214,0
724,983,5,983,989,0.498479,0.994939,0.5,0.994939,0.5,0.665538,0.664189,1.497976,0
725,983,5,982,990,0.497972,0.994939,0.500254,0.994939,0.499746,0.665764,0.663851,1.498738,0
726,983,5,981,991,0.497465,0.994939,0.500509,0.994939,0.499491,0.665989,0.663514,1.499501,0
727,983,5,980,992,0.496957,0.994939,0.500764,0.994939,0.499236,0.666215,0.663176,1.500265,0
728,983,5,979,993,0.49645,0.994939,0.501019,0.994939,0.498981,0.666441,0.662838,1.50103,0
729,983,5,978,994,0.495943,0.994939,0.501275,0.994939,0.498725,0.666667,0.6625,1.501795,0
730,983,5,977,995,0.495436,0.994939,0.501531,0.994939,0.498469,0.666893,0.662162,1.502561,0
731,983,5,976,996,0.494929,0.994939,0.501787,0.994939,0.498213,0.667119,0.661824,1.503328,0
732,983,5,975,997,0.494422,0.994939,0.502043,0.994939,0.497957,0.667346,0.661486,1.504096,0
733,983,5,974,998,0.493915,0.994939,0.502299,0.994939,0.497701,0.667572,0.661149,1.504865,0
734,983,5,973,999,0.493408,0.994939,0.502556,0.994939,0.497444,0.667799,0.660811,1.505634,0
735,983,5,972,1000,0.492901,0.994939,0.502813,0.994939,0.497187,0.668026,0.660473,1.506404,0
736,983,5,971,1001,0.492394,0.994939,0.503071,0.994939,0.496929,0.668253,0.660135,1.507175,0
737,983,5,970,1002,0.491886,0.994939,0.503328,0.994939,0.496672,0.66848,0.659797,1.507947,0
738,983,5,969,1003,0.491379,0.994939,0.503586,0.994939,0.496414,0.668707,0.659459,1.508719,0
739,983,5,968,1004,0.490872,0.994939,0.503844,0.994939,0.496156,0.668935,0.659122,1.509493,0
740,983,5,967,1005,0.490365,0.994939,0.504103,0.994939,0.495897,0.669163,0.658784,1.510267,0
741,983,5,966,1006,0.489858,0.994939,0.504361,0.994939,0.495639,0.669391,0.658446,1.511042,0
742,983,5,965,1007,0.489351,0.994939,0.50462,0.994939,0.49538,0.669619,0.658108,1.511817,0
743,983,5,964,1008,0.488844,0.994939,0.504879,0.994939,0.495121,0.669847,0.65777,1.512594,0
744,983,5,963,1009,0.488337,0.994939,0.505139,0.994939,0.494861,0.670075,0.657432,1.513371,0
745,983,5,962,1010,0.48783,0.994939,0.505398,0.994939,0.494602,0.670303,0.657095,1.514149,0
746,983,5,961,1011,0.487323,0.994939,0.505658,0.994939,0.494342,0.670532,0.656757,1.514928,0
747,983,5,960,1012,0.486815,0.994939,0.505919,0.994939,0.494081,0.670761,0.656419,1.515708,0
748,983,5,959,1013,0.486308,0.994939,0.506179,0.994939,0.493821,0.67099,0.656081,1.516488,0
749,983,5,958,1014,0.485801,0.994939,0.50644,0.994939,0.49356,0.671219,0.655743,1.51727,0
750,983,5,957,1015,0.485294,0.994939,0.506701,0.994939,0.493299,0.671448,0.655405,1.518052,0
751,983,5,956,1016,0.484787,0.994939,0.506962,0.994939,0.493038,0.671677,0.655068,1.518835,0
752,983,5,955,1017,0.48428,0.994939,0.507224,0.994939,0.492776,0.671907,0.65473,1.519618,0
753,983,5,954,1018,0.483773,0.994939,0.507486,0.994939,0.492514,0.672137,0.654392,1.520403,0
754,983,5,953,1019,0.483266,0.994939,0.507748,0.994939,0.492252,0.672367,0.654054,1.521188,0
755,983,5,952,1020,0.482759,0.994939,0.50801,0.994939,0.49199,0.672597,0.653716,1.521974,0
756,983,5,951,1021,0.482252,0.994939,0.508273,0.994939,0.491727,0.672827,0.653378,1.522761,0
757,983,5,950,1022,0.481744,0.994939,0.508536,0.994939,0.491464,0.673057,0.653041,1.523549,0
758,983,5,949,1023,0.481237,0.994939,0.508799,0.994939,0.491201,0.673288,0.652703,1.524338,0
759,983,5,948,1024,0.48073,0.994939,0.509063,0.994939,0.490937,0.673518,0.652365,1.525127,0
760,983,5,947,1025,0.480223,0.994939,0.509326,0.994939,0.490674,0.673749,0.652027,1.525917,0
761,983,5,946,1026,0.479716,0.994939,0.50959,0.994939,0.49041,0.67398,0.651689,1.526708,0
762,983,5,945,1027,0.479209,0.994939,0.509855,0.994939,0.490145,0.674211,0.651351,1.5275,0
763,983,5,944,1028,0.478702,0.994939,0.510119,0.994939,0.489881,0.674443,0.651014,1.528293,0
764,983,5,943,1029,0.478195,0.994939,0.510384,0.994939,0.489616,0.674674,0.650676,1.529086,0
765,983,5,942,1030,0.477688,0.994939,0.510649,0.994939,0.489351,0.674906,0.650338,1.529881,0
766,983,5,941,1031,0.477181,0.994939,0.510915,0.994939,0.489085,0.675137,0.65,1.530676,0
767,983,5,940,1032,0.476673,0.994939,0.51118,0.994939,0.48882,0.675369,0.649662,1.531472,0
768,983,5,939,1033,0.476166,0.994939,0.511446,0.994939,0.488554,0.675601,0.649324,1.532269,0
769,983,5,938,1034,0.475659,0.994939,0.511713,0.994939,0.488287,0.675834,0.648986,1.533066,0
770,983,5,937,1035,0.475152,0.994939,0.511979,0.994939,0.488021,0.676066,0.648649,1.533865,0
771,983,5,936,1036,0.474645,0.994939,0.512246,0.994939,0.487754,0.676299,0.648311,1.534664,0
772,983,5,935,1037,0.474138,0.994939,0.512513,0.994939,0.487487,0.676531,0.647973,1.535464,0
773,983,5,934,1038,0.473631,0.994939,0.51278,0.994939,0.48722,0.676764,0.647635,1.536265,0
774,983,5,933,1039,0.473124,0.994939,0.513048,0.994939,0.486952,0.676997,0.647297,1.537067,0
775,983,5,932,1040,0.472617,0.994939,0.513316,0.994939,0.486684,0.67723,0.646959,1.53787,0
776,983,5,931,1041,0.47211,0.994939,0.513584,0.994939,0.486416,0.677464,0.646622,1.538673,0
777,983,5,930,1042,0.471602,0.994939,0.513853,0.994939,0.486147,0.677697,0.646284,1.539477,0
778,983,5,929,1043,0.471095,0.994939,0.514121,0.994939,0.485879,0.677931,0.645946,1.540283,0
779,983,5,928,1044,0.470588,0.994939,0.51439,0.994939,0.48561,0.678165,0.645608,1.541089,0
780,983,5,927,1045,0.470081,0.994939,0.51466,0.994939,0.48534,0.678399,0.64527,1.541895,0
781,983,5,926,1046,0.469574,0.994939,0.514929,0.994939,0.485071,0.678633,0.644932,1.542703,0
782,983,5,925,1047,0.469067,0.994939,0.515199,0.994939,0.484801,0.678867,0.644595,1.543512,0
783,983,5,924,1048,0.46856,0.994939,0.515469,0.994939,0.484531,0.679102,0.644257,1.544321,0
784,983,5,923,1049,0.468053,0.994939,0.51574,0.994939,0.48426,0.679337,0.643919,1.545131,0
785,983,5,922,1050,0.467546,0.994939,0.51601,0.994939,0.48399,0.679571,0.643581,1.545942,0
786,983,5,921,1051,0.467039,0.994939,0.516282,0.994939,0.483718,0.679806,0.643243,1.546754,0
787,983,5,920,1052,0.466531,0.994939,0.516553,0.994939,0.483447,0.680042,0.642905,1.547567,0
788,983,5,919,1053,0.466024,0.994939,0.516824,0.994939,0.483176,0.680277,0.642568,1.548381,0
789,983,5,918,1054,0.465517,0.994939,0.517096,0.994939,0.482904,0.680512,0.64223,1.549195,0
790,983,5,917,1055,0.46501,0.994939,0.517368,0.994939,0.482632,0.680748,0.641892,1.550011,0
791,983,5,916,1056,0.464503,0.994939,0.517641,0.994939,0.482359,0.680984,0.641554,1.550827,0
792,983,5,915,1057,0.463996,0.994939,0.517914,0.994939,0.482086,0.68122,0.641216,1.551644,0
793,983,5,914,1058,0.463489,0.994939,0.518187,0.994939,0.481813,0.681456,0.640878,1.552462,0
794,983,5,913,1059,0.462982,0.994939,0.51846,0.994939,0.48154,0.681692,0.640541,1.553281,0
795,983,5,912,1060,0.462475,0.994939,0.518734,0.994939,0.481266,0.681929,0.640203,1.5541,0
796,983,5,911,1061,0.461968,0.994939,0.519007,0.994939,0.480993,0.682165,0.639865,1.554921,0
797,983,5,910,1062,0.46146,0.994939,0.519282,0.994939,0.480718,0.682402,0.639527,1.555742,0
798,983,5,909,1063,0.460953,0.994939,0.519556,0.994939,0.480444,0.682639,0.639189,1.556565,0
799,983,5,908,1064,0.460446,0.994939,0.519831,0.994939,0.480169,0.682876,0.638851,1.557388,0
800,983,5,907,1065,0.459939,0.994939,0.520106,0.994939,0.479894,0.683113,0.638514,1.558212,0
801,983,5,906,1066,0.459432,0.994939,0.520381,0.994939,0.479619,0.683351,0.638176,1.559037,0
802,983,5,905,1067,0.458925,0.994939,0.520657,0.994939,0.479343,0.683588,0.637838,1.559862,0
803,983,5,904,1068,0.458418,0.994939,0.520933,0.994939,0.479067,0.683826,0.6375,1.560689,0
804,983,5,903,1069,0.457911,0.994939,0.521209,0.994939,0.478791,0.684064,0.637162,1.561517,0
805,983,5,902,1070,0.457404,0.994939,0.521485,0.994939,0.478515,0.684302,0.636824,1.562345,0
806,983,5,901,1071,0.456897,0.994939,0.521762,0.994939,0.478238,0.68454,0.636486,1.563174,0
807,983,5,900,1072,0.456389,0.994939,0.522039,0.994939,0.477961,0.684779,0.636149,1.564004,0
808,983,5,899,1073,0.455882,0.994939,0.522317,0.994939,0.477683,0.685017,0.635811,1.564835,0
809,983,5,898,1074,0.455375,0.994939,0.522594,0.994939,0.477406,0.685256,0.635473,1.565667,0
810,983,5,897,1075,0.454868,0.994939,0.522872,0.994939,0.477128,0.685495,0.635135,1.5665,0
811,983,5,896,1076,0.454361,0.994939,0.523151,0.994939,0.476849,0.685734,0.634797,1.567334,0
812,983,5,895,1077,0.453854,0.994939,0.523429,0.994939,0.476571,0.685973,0.634459,1.568168,0
813,983,5,894,1078,0.453347,0.994939,0.523708,0.994939,0.476292,0.686213,0.634122,1.569004,0
814,983,5,893,1079,0.45284,0.994939,0.523987,0.994939,0.476013,0.686453,0.633784,1.56984,0
815,983,5,892,1080,0.452333,0.994939,0.524267,0.994939,0.475733,0.686692,0.633446,1.570677,0
816,983,5,891,1081,0.451826,0.994939,0.524546,0.994939,0.475454,0.686932,0.633108,1.571516,0
817,983,5,890,1082,0.451318,0.994939,0.524826,0.994939,0.475174,0.687172,0.63277,1.572355,0
818,983,5,889,1083,0.450811,0.994939,0.525107,0.994939,0.474893,0.687413,0.632432,1.573195,0
819,983,5,888,1084,0.450304,0.994939,0.525387,0.994939,0.474613,0.687653,0.632095,1.574035,0
820,983,5,887,1085,0.449797,0.994939,0.525668,0.994939,0.474332,0.687894,0.631757,1.574877,0
821,982,6,887,1085,0.449797,0.993927,0.525415,0.993927,0.474585,0.687434,0.631419,1.574117,0
822,982,6,886,1086,0.44929,0.993927,0.525696,0.993927,0.474304,0.687675,0.631081,1.574959,0
823,982,6,885,1087,0.448783,0.993927,0.525978,0.993927,0.474022,0.687916,0.630743,1.575803,0
824,982,6,884,1088,0.448276,0.993927,0.526259,0.993927,0.473741,0.688157,0.630405,1.576648,0
825,982,6,883,1089,0.447769,0.993927,0.526542,0.993927,0.473458,0.688398,0.630068,1.577493,0
826,982,6,882,1090,0.447262,0.993927,0.526824,0.993927,0.473176,0.68864,0.62973,1.578339,0
827,982,6,881,1091,0.446755,0.993927,0.527107,0.993927,0.472893,0.688881,0.629392,1.579186,0
828,982,6,880,1092,0.446247,0.993927,0.52739,0.993927,0.47261,0.689123,0.629054,1.580035,0
829,982,6,879,1093,0.44574,0.993927,0.527673,0.993927,0.472327,0.689365,0.628716,1.580884,0
830,982,6,878,1094,0.445233,0.993927,0.527957,0.993927,0.472043,0.689607,0.628378,1.581733,0
831,982,6,877,1095,0.444726,0.993927,0.528241,0.993927,0.471759,0.689849,0.628041,1.582584,0
832,982,6,876,1096,0.444219,0.993927,0.528525,0.993927,0.471475,0.690091,0.627703,1.583436,0
833,982,6,875,1097,0.443712,0.993927,0.52881,0.993927,0.47119,0.690334,0.627365,1.584289,0
834,982,6,874,1098,0.443205,0.993927,0.529095,0.993927,0.470905,0.690577,0.627027,1.585142,0
835,982,6,873,1099,0.442698,0.993927,0.52938,0.993927,0.47062,0.69082,0.626689,1.585997,0
836,982,6,872,1100,0.442191,0.993927,0.529666,0.993927,0.470334,0.691063,0.626351,1.586852,0
837,982,6,871,1101,0.441684,0.993927,0.529951,0.993927,0.470049,0.691306,0.626014,1.587709,0
838,982,6,870,1102,0.441176,0.993927,0.530238,0.993927,0.469762,0.691549,0.625676,1.588566,0
839,982,6,869,1103,0.440669,0.993927,0.530524,0.993927,0.469476,0.691793,0.625338,1.589424,0
840,982,6,868,1104,0.440162,0.993927,0.530811,0.993927,0.469189,0.692037,0.625,1.590283,0
841,982,6,867,1105,0.439655,0.993927,0.531098,0.993927,0.468902,0.692281,0.624662,1.591143,0
842,982,6,866,1106,0.439148,0.993927,0.531385,0.993927,0.468615,0.692525,0.624324,1.592004,0
843,982,6,865,1107,0.438641,0.993927,0.531673,0.993927,0.468327,0.692769,0.623986,1.592866,0
844,982,6,864,1108,0.438134,0.993927,0.531961,0.993927,0.468039,0.693013,0.623649,1.593729,0
845,982,6,863,1109,0.437627,0.993927,0.532249,0.993927,0.467751,0.693258,0.623311,1.594593,0
846,982,6,862,1110,0.43712,0.993927,0.532538,0.993927,0.467462,0.693503,0.622973,1.595458,0
847,982,6,861,1111,0.436613,0.993927,0.532827,0.993927,0.467173,0.693748,0.622635,1.596324,0
848,982,6,860,1112,0.436105,0.993927,0.533116,0.993927,0.466884,0.693993,0.622297,1.59719,0
849,982,6,859,1113,0.435598,0.993927,0.533406,0.993927,0.466594,0.694238,0.621959,1.598058,0
850,982,6,858,1114,0.435091,0.993927,0.533696,0.993927,0.466304,0.694484,0.621622,1.598926,0
851,982,6,857,1115,0.434584,0.993927,0.533986,0.993927,0.466014,0.694729,0.621284,1.599796,0
852,982,6,856,1116,0.434077,0.993927,0.534276,0.993927,0.465724,0.694975,0.620946,1.600666,0
853,982,6,855,1117,0.43357,0.993927,0.534567,0.993927,0.465433,0.695221,0.620608,1.601537,0
854,982,6,854,1118,0.433063,0.993927,0.534858,0.993927,0.465142,0.695467,0.62027,1.60241,0
855,982,6,853,1119,0.432556,0.993927,0.53515,0.993927,0.46485,0.695714,0.619932,1.603283,0
856,982,6,852,1120,0.432049,0.993927,0.535442,0.993927,0.464558,0.69596,0.619595,1.604157,0
857,982,6,851,1121,0.431542,0.993927,0.535734,0.993927,0.464266,0.696207,0.619257,1.605032,0
858,982,6,850,1122,0.431034,0.993927,0.536026,0.993927,0.463974,0.696454,0.618919,1.605908,0
859,982,6,849,1123,0.430527,0.993927,0.536319,0.993927,0.463681,0.696701,0.618581,1.606786,0
860,982,6,848,1124,0.43002,0.993927,0.536612,0.993927,0.463388,0.696948,0.618243,1.607664,0
861,982,6,847,1125,0.429513,0.993927,0.536905,0.993927,0.463095,0.697196,0.617905,1.608543,0
862,982,6,846,1126,0.429006,0.993927,0.537199,0.993927,0.462801,0.697443,0.617568,1.609422,0
863,982,6,845,1127,0.428499,0.993927,0.537493,0.993927,0.462507,0.697691,0.61723,1.610303,0
864,982,6,844,1128,0.427992,0.993927,0.537788,0.993927,0.462212,0.697939,0.616892,1.611185,0
