@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
535,713,11,903,524,0.632796,0.984807,0.441213,0.984807,0.558787,0.609402,0.751278,1.310841,0.970835
536,713,11,902,525,0.632095,0.984807,0.441486,0.984807,0.558514,0.609662,0.750814,1.311653,0.970844
537,712,12,902,525,0.632095,0.983425,0.44114,0.983425,0.55886,0.609068,0.750349,1.310625,0.970991
538,712,12,901,526,0.631395,0.983425,0.441414,0.983425,0.558586,0.609328,0.749884,1.311437,0.971047
539,712,12,900,527,0.630694,0.983425,0.441687,0.983425,0.558313,0.609589,0.749419,1.312251,0.971062
540,712,12,899,528,0.629993,0.983425,0.441962,0.983425,0.558038,0.60985,0.748954,1.313065,0.971065
541,712,12,898,529,0.629292,0.983425,0.442236,0.983425,0.557764,0.610111,0.748489,1.313881,0.971153
542,712,12,897,530,0.628591,0.983425,0.442511,0.983425,0.557489,0.610373,0.748024,1.314697,0.971241
543,712,12,896,531,0.627891,0.983425,0.442786,0.983425,0.557214,0.610635,0.747559,1.315515,0.971309
544,712,12,895,532,0.62719,0.983425,0.443062,0.983425,0.556938,0.610897,0.747094,1.316334,0.971349
545,712,12,894,533,0.626489,0.983425,0.443337,0.983425,0.556663,0.611159,0.746629,1.317153,0.97147
546,712,12,893,534,0.625788,0.983425,0.443614,0.983425,0.556386,0.611421,0.746165,1.317974,0.971512
547,712,12,892,535,0.625088,0.983425,0.44389,0.983425,0.55611,0.611684,0.7457,1.318796,0.971546
548,712,12,891,536,0.624387,0.983425,0.444167,0.983425,0.555833,0.611947,0.745235,1.319618,0.971587
549,712,12,890,537,0.623686,0.983425,0.444444,0.983425,0.555556,0.61221,0.74477,1.320442,0.971611
550,712,12,889,538,0.622985,0.983425,0.444722,0.983425,0.555278,0.612473,0.744305,1.321267,0.971616
551,712,12,888,539,0.622285,0.983425,0.445,0.983425,0.555,0.612737,0.74384,1.322093,0.971629
552,712,12,887,540,0.621584,0.983425,0.445278,0.983425,0.554722,0.613,0.743375,1.322919,0.971633
553,712,12,886,541,0.620883,0.983425,0.445557,0.983425,0.554443,0.613264,0.74291,1.323747,0.97169
554,712,12,885,542,0.620182,0.983425,0.445836,0.983425,0.554164,0.613529,0.742445,1.324576,0.971883
555,712,12,884,543,0.619481,0.983425,0.446115,0.983425,0.553885,0.613793,0.74198,1.325406,0.97189
556,712,12,883,544,0.618781,0.983425,0.446395,0.983425,0.553605,0.614058,0.741516,1.326237,0.971899
557,712,12,882,545,0.61808,0.983425,0.446675,0.983425,0.553325,0.614323,0.741051,1.327069,0.971945
558,712,12,881,546,0.617379,0.983425,0.446955,0.983425,0.553045,0.614588,0.740586,1.327902,0.971999
559,712,12,880,547,0.616678,0.983425,0.447236,0.983425,0.552764,0.614853,0.740121,1.328736,0.972018
560,712,12,879,548,0.615978,0.983425,0.447517,0.983425,0.552483,0.615119,0.739656,1.329571,0.972059
561,712,12,878,549,0.615277,0.983425,0.447799,0.983425,0.552201,0.615385,0.739191,1.330408,0.972152
562,712,12,877,550,0.614576,0.983425,0.448081,0.983425,0.551919,0.615651,0.738726,1.331245,0.972204
563,712,12,876,551,0.613875,0.983425,0.448363,0.983425,0.551637,0.615917,0.738261,1.332083,0.97224
564,712,12,875,552,0.613174,0.983425,0.448645,0.983425,0.551355,0.616183,0.737796,1.332923,0.972251
565,712,12,874,553,0.612474,0.983425,0.448928,0.983425,0.551072,0.61645,0.737331,1.333763,0.972252
566,712,12,873,554,0.611773,0.983425,0.449211,0.983425,0.550789,0.616717,0.736867,1.334604,0.972313
567,712,12,872,555,0.611072,0.983425,0.449495,0.983425,0.550505,0.616984,0.736402,1.335447,0.972318
568,712,12,871,556,0.610371,0.983425,0.449779,0.983425,0.550221,0.617252,0.735937,1.336291,0.972333
569,712,12,870,557,0.609671,0.983425,0.450063,0.983425,0.549937,0.61752,0.735472,1.337135,0.972395
570,712,12,869,558,0.60897,0.983425,0.450348,0.983425,0.549652,0.617787,0.735007,1.337981,0.972487
571,712,12,868,559,0.608269,0.983425,0.450633,0.983425,0.549367,0.618056,0.734542,1.338828,0.972495
572,712,12,867,560,0.607568,0.983425,0.450918,0.983425,0.549082,0.618324,0.734077,1.339676,0.972639
573,712,12,866,561,0.606868,0.983425,0.451204,0.983425,0.548796,0.618593,0.733612,1.340525,0.972704
574,712,12,865,562,0.606167,0.983425,0.45149,0.983425,0.54851,0.618861,0.733147,1.341375,0.972707
575,712,12,864,563,0.605466,0.983425,0.451777,0.983425,0.548223,0.61913,0.732682,1.342226,0.972717
576,712,12,863,564,0.604765,0.983425,0.452063,0.983425,0.547937,0.6194,0.732218,1.343078,0.972741
577,712,12,862,565,0.604064,0.983425,0.452351,0.983425,0.547649,0.619669,0.731753,1.343931,0.972756
578,712,12,861,566,0.603364,0.983425,0.452638,0.983425,0.547362,0.619939,0.731288,1.344786,0.972765
579,712,12,860,567,0.602663,0.983425,0.452926,0.983425,0.547074,0.620209,0.730823,1.345641,0.972799
580,712,12,859,568,0.601962,0.983425,0.453215,0.983425,0.546785,0.620479,0.730358,1.346498,0.972889
581,712,12,858,569,0.601261,0.983425,0.453503,0.983425,0.546497,0.62075,0.729893,1.347355,0.972962
582,712,12,857,570,0.600561,0.983425,0.453792,0.983425,0.546208,0.62102,0.729428,1.348214,0.972964
583,712,12,856,571,0.59986,0.983425,0.454082,0.983425,0.545918,0.621291,0.728963,1.349074,0.973025
584,712,12,855,572,0.599159,0.983425,0.454371,0.983425,0.545629,0.621563,0.728498,1.349935,0.973088
585,711,13,855,572,0.599159,0.982044,0.454023,0.982044,0.545977,0.620961,0.728033,1.3489,0.973104
586,711,13,854,573,0.598458,0.982044,0.454313,0.982044,0.545687,0.621232,0.727569,1.349762,0.973148
587,711,13,853,574,0.597758,0.982044,0.454604,0.982044,0.545396,0.621503,0.727104,1.350625,0.973153
588,711,13,852,575,0.597057,0.982044,0.454894,0.982044,0.545106,0.621775,0.726639,1.351489,0.973244
589,711,13,851,576,0.596356,0.982044,0.455186,0.982044,0.544814,0.622047,0.726174,1.352354,0.973253
590,711,13,850,577,0.595655,0.982044,0.455477,0.982044,0.544523,0.622319,0.725709,1.35322,0.973294
591,711,13,849,578,0.594954,0.982044,0.455769,0.982044,0.544231,0.622592,0.725244,1.354088,0.9733
592,711,13,848,579,0.594254,0.982044,0.456062,0.982044,0.543938,0.622865,0.724779,1.354956,0.97332
593,711,13,847,580,0.593553,0.982044,0.456354,0.982044,0.543646,0.623138,0.724314,1.355826,0.973329
594,710,14,847,580,0.593553,0.980663,0.456005,0.980663,0.543995,0.622534,0.723849,1.354789,0.973357
595,710,14,846,581,0.592852,0.980663,0.456298,0.980663,0.543702,0.622807,0.723384,1.355659,0.97336
596,710,14,845,582,0.592151,0.980663,0.456592,0.980663,0.543408,0.62308,0.72292,1.356531,0.973368
597,710,14,844,583,0.591451,0.980663,0.456885,0.980663,0.543115,0.623354,0.722455,1.357404,0.973479
598,710,14,843,584,0.59075,0.980663,0.45718,0.980663,0.54282,0.623628,0.72199,1.358278,0.973483
599,710,14,842,585,0.590049,0.980663,0.457474,0.980663,0.542526,0.623902,0.721525,1.359153,0.973503
600,710,14,841,586,0.589348,0.980663,0.457769,0.980663,0.542231,0.624176,0.72106,1.36003,0.973571
601,710,14,840,587,0.588648,0.980663,0.458065,0.980663,0.541935,0.62445,0.720595,1.360907,0.973578
602,710,14,839,588,0.587947,0.980663,0.45836,0.980663,0.54164,0.624725,0.72013,1.361786,0.973622
603,710,14,838,589,0.587246,0.980663,0.458656,0.980663,0.541344,0.625,0.719665,1.362665,0.973632
604,710,14,837,590,0.586545,0.980663,0.458953,0.980663,0.541047,0.625275,0.7192,1.363546,0.973728
605,710,14,836,591,0.585844,0.980663,0.45925,0.980663,0.54075,0.625551,0.718735,1.364428,0.97376
606,710,14,835,592,0.585144,0.980663,0.459547,0.980663,0.540453,0.625826,0.718271,1.365311,0.973804
607,710,14,834,593,0.584443,0.980663,0.459845,0.980663,0.540155,0.626102,0.717806,1.366196,0.973914
608,710,14,833,594,0.583742,0.980663,0.460143,0.980663,0.539857,0.626378,0.717341,1.367081,0.973938
609,710,14,832,595,0.583041,0.980663,0.460441,0.980663,0.539559,0.626655,0.716876,1.367968,0.974038
610,710,14,831,596,0.582341,0.980663,0.46074,0.980663,0.53926,0.626932,0.716411,1.368855,0.974081
611,710,14,830,597,0.58164,0.980663,0.461039,0.980663,0.538961,0.627208,0.715946,1.369744,0.974098
612,710,14,829,598,0.580939,0.980663,0.461339,0.980663,0.538661,0.627486,0.715481,1.370634,0.974176
613,710,14,828,599,0.580238,0.980663,0.461638,0.980663,0.538362,0.627763,0.715016,1.371525,0.974212
614,710,14,827,600,0.579537,0.980663,0.461939,0.980663,0.538061,0.628041,0.714551,1.372418,0.97425
615,710,14,826,601,0.578837,0.980663,0.46224,0.980663,0.53776,0.628319,0.714086,1.373311,0.974279
616,710,14,825,602,0.578136,0.980663,0.462541,0.980663,0.537459,0.628597,0.713622,1.374206,0.974319
617,710,14,824,603,0.577435,0.980663,0.462842,0.980663,0.537158,0.628875,0.713157,1.375102,0.974424
618,710,14,823,604,0.576734,0.980663,0.463144,0.980663,0.536856,0.629154,0.712692,1.375999,0.974426
619,710,14,822,605,0.576034,0.980663,0.463446,0.980663,0.536554,0.629433,0.712227,1.376897,0.974469
620,710,14,821,606,0.575333,0.980663,0.463749,0.980663,0.536251,0.629712,0.711762,1.377796,0.974511
621,710,14,820,607,0.574632,0.980663,0.464052,0.980663,0.535948,0.629991,0.711297,1.378697,0.974546
622,710,14,819,608,0.573931,0.980663,0.464356,0.980663,0.535644,0.630271,0.710832,1.379598,0.97457
623,710,14,818,609,0.573231,0.980663,0.46466,0.980663,0.53534,0.630551,0.710367,1.380501,0.974575
624,709,15,818,609,0.573231,0.979282,0.464309,0.979282,0.535691,0.629942,0.709902,1.37946,0.974636
625,709,15,817,610,0.57253,0.979282,0.464613,0.979282,0.535387,0.630222,0.709437,1.380364,0.974649
626,709,15,816,611,0.571829,0.979282,0.464918,0.979282,0.535082,0.630502,0.708973,1.381269,0.974656
627,709,15,815,612,0.571128,0.979282,0.465223,0.979282,0.534777,0.630783,0.708508,1.382175,0.974709
628,709,15,814,613,0.570427,0.979282,0.465529,0.979282,0.534471,0.631064,0.708043,1.383083,0.974723
629,709,15,813,614,0.569727,0.979282,0.465834,0.979282,0.534166,0.631345,0.707578,1.383992,0.974751
630,709,15,812,615,0.569026,0.979282,0.466141,0.979282,0.533859,0.631626,0.707113,1.384901,0.974776
631,709,15,811,616,0.568325,0.979282,0.466447,0.979282,0.533553,0.631907,0.706648,1.385813,0.974809
632,709,15,810,617,0.567624,0.979282,0.466754,0.979282,0.533246,0.632189,0.706183,1.386725,0.974823
633,709,15,809,618,0.566924,0.979282,0.467062,0.979282,0.532938,0.632471,0.705718,1.387638,0.974852
634,709,15,808,619,0.566223,0.979282,0.46737,0.979282,0.53263,0.632753,0.705253,1.388553,0.974869
635,709,15,807,620,0.565522,0.979282,0.467678,0.979282,0.532322,0.633036,0.704788,1.389469,0.974909
636,709,15,806,621,0.564821,0.979282,0.467987,0.979282,0.532013,0.633318,0.704324,1.390386,0.974983
637,709,15,805,622,0.564121,0.979282,0.468296,0.979282,0.531704,0.633601,0.703859,1.391305,0.975056
638,709,15,804,623,0.56342,0.979282,0.468605,0.979282,0.531395,0.633885,0.703394,1.392224,0.975102
639,709,15,803,624,0.562719,0.979282,0.468915,0.979282,0.531085,0.634168,0.702929,1.393145,0.975113
640,709,15,802,625,0.562018,0.979282,0.469226,0.979282,0.530774,0.634452,0.702464,1.394067,0.975117
641,709,15,801,626,0.561317,0.979282,0.469536,0.979282,0.530464,0.634736,0.701999,1.39499,0.975123
642,709,15,800,627,0.560617,0.979282,0.469848,0.979282,0.530152,0.63502,0.701534,1.395915,0.975139
643,709,15,799,628,0.559916,0.979282,0.470159,0.979282,0.529841,0.635305,0.701069,1.39684,0.975167
644,709,15,798,629,0.559215,0.979282,0.470471,0.979282,0.529529,0.635589,0.700604,1.397767,0.975206
645,709,15,797,630,0.558514,0.979282,0.470784,0.979282,0.529216,0.635874,0.700139,1.398695,0.975272
646,709,15,796,631,0.557814,0.979282,0.471096,0.979282,0.528904,0.63616,0.699675,1.399625,0.97528
647,709,15,795,632,0.557113,0.979282,0.47141,0.979282,0.52859,0.636445,0.69921,1.400555,0.975319
648,709,15,794,633,0.556412,0.979282,0.471723,0.979282,0.528277,0.636731,0.698745,1.401487,0.975408
649,709,15,793,634,0.555711,0.979282,0.472037,0.979282,0.527963,0.637017,0.69828,1.40242,0.975413
650,708,16,793,634,0.555711,0.977901,0.471686,0.977901,0.528314,0.636404,0.697815,1.401375,0.975459
651,708,16,792,635,0.555011,0.977901,0.472,0.977901,0.528,0.636691,0.69735,1.402309,0.975474
652,708,16,791,636,0.55431,0.977901,0.472315,0.977901,0.527685,0.636977,0.696885,1.403245,0.975479
653,708,16,790,637,0.553609,0.977901,0.47263,0.977901,0.52737,0.637264,0.69642,1.404182,0.975532
654,707,17,790,637,0.553609,0.976519,0.472278,0.976519,0.527722,0.63665,0.695955,1.403135,0.975593
655,707,17,789,638,0.552908,0.976519,0.472594,0.976519,0.527406,0.636937,0.69549,1.404073,0.975662
656,706,18,789,638,0.552908,0.975138,0.472241,0.975138,0.527759,0.636323,0.695026,1.403025,0.975826
657,706,18,788,639,0.552207,0.975138,0.472557,0.975138,0.527443,0.63661,0.694561,1.403964,0.975918
658,706,18,787,640,0.551507,0.975138,0.472873,0.975138,0.527127,0.636897,0.694096,1.404904,0.975961
659,706,18,786,641,0.550806,0.975138,0.47319,0.975138,0.52681,0.637184,0.693631,1.405846,0.975983
660,706,18,785,642,0.550105,0.975138,0.473508,0.975138,0.526492,0.637472,0.693166,1.406789,0.976025
661,706,18,784,643,0.549404,0.975138,0.473826,0.975138,0.526174,0.63776,0.692701,1.407733,0.976072
662,706,18,783,644,0.548704,0.975138,0.474144,0.975138,0.525856,0.638048,0.692236,1.408678,0.976089
663,706,18,782,645,0.548003,0.975138,0.474462,0.975138,0.525538,0.638336,0.691771,1.409625,0.976115
664,706,18,781,646,0.547302,0.975138,0.474781,0.975138,0.525219,0.638625,0.691306,1.410573,0.976121
665,706,18,780,647,0.546601,0.975138,0.475101,0.975138,0.524899,0.638914,0.690841,1.411522,0.97616
666,705,19,780,647,0.546601,0.973757,0.474747,0.973757,0.525253,0.638298,0.690377,1.410472,0.976168
667,705,19,779,648,0.5459,0.973757,0.475067,0.973757,0.524933,0.638587,0.689912,1.411423,0.976216
668,705,19,778,649,0.5452,0.973757,0.475388,0.973757,0.524612,0.638876,0.689447,1.412374,0.976274
669,705,19,777,650,0.544499,0.973757,0.475709,0.973757,0.524291,0.639166,0.688982,1.413327,0.976274
670,705,19,776,651,0.543798,0.973757,0.47603,0.973757,0.52397,0.639456,0.688517,1.414282,0.976289
671,705,19,775,652,0.543097,0.973757,0.476351,0.973757,0.523649,0.639746,0.688052,1.415237,0.976292
672,705,19,774,653,0.542397,0.973757,0.476673,0.973757,0.523327,0.640036,0.687587,1.416194,0.976323
673,705,19,773,654,0.541696,0.973757,0.476996,0.973757,0.523004,0.640327,0.687122,1.417152,0.976327
674,705,19,772,655,0.540995,0.973757,0.477319,0.973757,0.522681,0.640618,0.686657,1.418112,0.976355
675,705,19,771,656,0.540294,0.973757,0.477642,0.973757,0.522358,0.640909,0.686192,1.419073,0.976431
676,705,19,770,657,0.539594,0.973757,0.477966,0.973757,0.522034,0.641201,0.685728,1.420035,0.97645
677,705,19,769,658,0.538893,0.973757,0.47829,0.973757,0.52171,0.641492,0.685263,1.420998,0.976481
678,705,19,768,659,0.538192,0.973757,0.478615,0.973757,0.521385,0.641784,0.684798,1.421963,0.976568
679,705,19,767,660,0.537491,0.973757,0.47894,0.973757,0.52106,0.642077,0.684333,1.422929,0.976576
680,705,19,766,661,0.53679,0.973757,0.479266,0.973757,0.520734,0.642369,0.683868,1.423896,0.976577
681,705,19,765,662,0.53609,0.973757,0.479592,0.973757,0.520408,0.642662,0.683403,1.424865,0.976723
682,705,19,764,663,0.535389,0.973757,0.479918,0.973757,0.520082,0.642955,0.682938,1.425835,0.976761
683,705,19,763,664,0.534688,0.973757,0.480245,0.973757,0.519755,0.643248,0.682473,1.426806,0.97677
684,705,19,762,665,0.533987,0.973757,0.480573,0.973757,0.519427,0.643542,0.682008,1.427779,0.976774
685,705,19,761,666,0.533287,0.973757,0.4809,0.973757,0.5191,0.643836,0.681543,1.428752,0.976795
686,705,19,760,667,0.532586,0.973757,0.481229,0.973757,0.518771,0.64413,0.681079,1.429728,0.976863
687,705,19,759,668,0.531885,0.973757,0.481557,0.973757,0.518443,0.644424,0.680614,1.430704,0.976877
688,705,19,758,669,0.531184,0.973757,0.481887,0.973757,0.518113,0.644719,0.680149,1.431682,0.976996
689,705,19,757,670,0.530484,0.973757,0.482216,0.973757,0.517784,0.645014,0.679684,1.432661,0.977004
690,705,19,756,671,0.529783,0.973757,0.482546,0.973757,0.517454,0.645309,0.679219,1.433642,0.977013
691,705,19,755,672,0.529082,0.973757,0.482877,0.973757,0.517123,0.645604,0.678754,1.434624,0.977067
692,705,19,754,673,0.528381,0.973757,0.483208,0.973757,0.516792,0.6459,0.678289,1.435607,0.977083
693,705,19,753,674,0.52768,0.973757,0.483539,0.973757,0.516461,0.646196,0.677824,1.436592,0.977158
694,705,19,752,675,0.52698,0.973757,0.483871,0.973757,0.516129,0.646492,0.677359,1.437578,0.977232
695,705,19,751,676,0.526279,0.973757,0.484203,0.973757,0.515797,0.646789,0.676894,1.438565,0.977263
696,705,19,750,677,0.525578,0.973757,0.484536,0.973757,0.515464,0.647086,0.67643,1.439554,0.977274
697,705,19,749,678,0.524877,0.973757,0.484869,0.973757,0.515131,0.647383,0.675965,1.440544,0.977288
698,705,19,748,679,0.524177,0.973757,0.485203,0.973757,0.514797,0.64768,0.6755,1.441536,0.97731
699,705,19,747,680,0.523476,0.973757,0.485537,0.973757,0.514463,0.647978,0.675035,1.442528,0.977312
700,705,19,746,681,0.522775,0.973757,0.485872,0.973757,0.514128,0.648276,0.67457,1.443522,0.977316
701,705,19,745,682,0.522074,0.973757,0.486207,0.973757,0.513793,0.648574,0.674105,1.444518,0.977426
702,704,20,745,682,0.522074,0.972376,0.485852,0.972376,0.514148,0.647952,0.67364,1.443465,0.977428
703,704,20,744,683,0.521374,0.972376,0.486188,0.972376,0.513812,0.64825,0.673175,1.444461,0.977432
704,704,20,743,684,0.520673,0.972376,0.486524,0.972376,0.513476,0.648549,0.67271,1.44546,0.977471
705,704,20,742,685,0.519972,0.972376,0.48686,0.972376,0.51314,0.648848,0.672245,1.446459,0.977503
706,704,20,741,686,0.519271,0.972376,0.487197,0.972376,0.512803,0.649147,0.671781,1.44746,0.977541
707,704,20,740,687,0.51857,0.972376,0.487535,0.972376,0.512465,0.649446,0.671316,1.448463,0.977541
708,704,20,739,688,0.51787,0.972376,0.487872,0.972376,0.512128,0.649746,0.670851,1.449466,0.977572
709,703,21,739,688,0.51787,0.970994,0.487517,0.970994,0.512483,0.649123,0.670386,1.448411,0.977593
710,703,21,738,689,0.517169,0.970994,0.487856,0.970994,0.512144,0.649423,0.669921,1.449416,0.977602
711,703,21,737,690,0.516468,0.970994,0.488194,0.970994,0.511806,0.649723,0.669456,1.450423,0.977605
712,703,21,736,691,0.515767,0.970994,0.488534,0.970994,0.511466,0.650023,0.668991,1.451431,0.977639
713,703,21,735,692,0.515067,0.970994,0.488873,0.970994,0.511127,0.650324,0.668526,1.45244,0.977677
714,702,22,735,692,0.515067,0.969613,0.488518,0.969613,0.511482,0.649699,0.668061,1.451384,0.977721
715,702,22,734,693,0.514366,0.969613,0.488858,0.969613,0.511142,0.65,0.667596,1.452394,0.97773
716,702,22,733,694,0.513665,0.969613,0.489199,0.969613,0.510801,0.650301,0.667132,1.453406,0.977768
717,702,22,732,695,0.512964,0.969613,0.48954,0.969613,0.51046,0.650602,0.666667,1.45442,0.977808
718,702,22,731,696,0.512263,0.969613,0.489881,0.969613,0.510119,0.650904,0.666202,1.455435,0.977868
719,701,23,731,696,0.512263,0.968232,0.489525,0.968232,0.510475,0.650278,0.665737,1.454376,0.977902
720,701,23,730,697,0.511563,0.968232,0.489867,0.968232,0.510133,0.65058,0.665272,1.455393,0.977918
721,700,24,730,697,0.511563,0.966851,0.48951,0.966851,0.51049,0.649954,0.664807,1.454333,0.977927
722,700,24,729,698,0.510862,0.966851,0.489853,0.966851,0.510147,0.650255,0.664342,1.455351,0.978015
723,700,24,728,699,0.510161,0.966851,0.490196,0.966851,0.509804,0.650558,0.663877,1.45637,0.978082
724,699,25,728,699,0.510161,0.96547,0.489839,0.96547,0.510161,0.64993,0.663412,1.455308,0.978133
725,699,25,727,700,0.50946,0.96547,0.490182,0.96547,0.509818,0.650233,0.662947,1.456329,0.978153
726,698,26,727,700,0.50946,0.964088,0.489825,0.964088,0.510175,0.649604,0.662483,1.455266,0.978192
727,698,26,726,701,0.50876,0.964088,0.490169,0.964088,0.509831,0.649907,0.662018,1.456288,0.978214
728,698,26,725,702,0.508059,0.964088,0.490513,0.964088,0.509487,0.65021,0.661553,1.457311,0.978216
729,698,26,724,703,0.507358,0.964088,0.490858,0.964088,0.509142,0.650513,0.661088,1.458336,0.978234
730,698,26,723,704,0.506657,0.964088,0.491203,0.964088,0.508797,0.650816,0.660623,1.459363,0.978242
731,698,26,722,705,0.505957,0.964088,0.491549,0.964088,0.508451,0.651119,0.660158,1.46039,0.978269
732,698,26,721,706,0.505256,0.964088,0.491896,0.964088,0.508104,0.651423,0.659693,1.461419,0.978422
733,698,26,720,707,0.504555,0.964088,0.492243,0.964088,0.507757,0.651727,0.659228,1.46245,0.978427
734,697,27,720,707,0.504555,0.962707,0.491884,0.962707,0.508116,0.651098,0.658763,1.461385,0.978453
735,697,27,719,708,0.503854,0.962707,0.492232,0.962707,0.507768,0.651402,0.658298,1.462417,0.978461
736,697,27,718,709,0.503153,0.962707,0.49258,0.962707,0.50742,0.651706,0.657834,1.463451,0.978504
737,697,27,717,710,0.502453,0.962707,0.492928,0.962707,0.507072,0.652011,0.657369,1.464486,0.978675
738,697,27,716,711,0.501752,0.962707,0.493277,0.962707,0.506723,0.652316,0.656904,1.465522,0.97869
739,697,27,715,712,0.501051,0.962707,0.493626,0.962707,0.506374,0.652622,0.656439,1.46656,0.97872
740,697,27,714,713,0.50035,0.962707,0.493976,0.962707,0.506024,0.652927,0.655974,1.4676,0.978734
741,697,27,713,714,0.49965,0.962707,0.494326,0.962707,0.505674,0.653233,0.655509,1.468641,0.978745
742,697,27,712,715,0.498949,0.962707,0.494677,0.962707,0.505323,0.65354,0.655044,1.469683,0.978825
743,697,27,711,716,0.498248,0.962707,0.495028,0.962707,0.504972,0.653846,0.654579,1.470727,0.978984
744,696,28,711,716,0.498248,0.961326,0.49467,0.961326,0.50533,0.653214,0.654114,1.46966,0.979035
745,696,28,710,717,0.497547,0.961326,0.495021,0.961326,0.504979,0.653521,0.653649,1.470706,0.979187
746,696,28,709,718,0.496847,0.961326,0.495374,0.961326,0.504626,0.653828,0.653185,1.471752,0.979211
747,696,28,708,719,0.496146,0.961326,0.495726,0.961326,0.504274,0.654135,0.65272,1.472801,0.97926
748,695,29,708,719,0.496146,0.959945,0.495367,0.959945,0.504633,0.653503,0.652255,1.471733,0.979342
749,695,29,707,720,0.495445,0.959945,0.49572,0.959945,0.50428,0.65381,0.65179,1.472783,0.979394
750,695,29,706,721,0.494744,0.959945,0.496074,0.959945,0.503926,0.654118,0.651325,1.473834,0.979402
751,695,29,705,722,0.494043,0.959945,0.496429,0.959945,0.503571,0.654426,0.65086,1.474887,0.979447
752,694,30,705,722,0.494043,0.958564,0.496069,0.958564,0.503931,0.653792,0.650395,1.473817,0.979452
753,694,30,704,723,0.493343,0.958564,0.496423,0.958564,0.503577,0.6541,0.64993,1.474871,0.979511
754,694,30,703,724,0.492642,0.958564,0.496779,0.958564,0.503221,0.654408,0.649465,1.475927,0.979513
755,694,30,702,725,0.491941,0.958564,0.497135,0.958564,0.502865,0.654717,0.649,1.476984,0.979526
756,693,31,702,725,0.491941,0.957182,0.496774,0.957182,0.503226,0.654082,0.648536,1.475913,0.979564
757,692,32,702,725,0.491941,0.955801,0.496413,0.955801,0.503587,0.653447,0.648071,1.474841,0.9796
758,692,32,701,726,0.49124,0.955801,0.49677,0.955801,0.50323,0.653755,0.647606,1.4759,0.979605
759,692,32,700,727,0.49054,0.955801,0.497126,0.955801,0.502874,0.654064,0.647141,1.47696,0.979655
760,691,33,700,727,0.49054,0.95442,0.496765,0.95442,0.503235,0.653428,0.646676,1.475886,0.979697
761,691,33,699,728,0.489839,0.95442,0.497122,0.95442,0.502878,0.653737,0.646211,1.476948,0.97971
762,691,33,698,729,0.489138,0.95442,0.49748,0.95442,0.50252,0.654046,0.645746,1.478011,0.979758
763,691,33,697,730,0.488437,0.95442,0.497839,0.95442,0.502161,0.654356,0.645281,1.479076,0.979838
764,691,33,696,731,0.487737,0.95442,0.498198,0.95442,0.501802,0.654666,0.644816,1.480142,0.979857
765,691,33,695,732,0.487036,0.95442,0.498557,0.95442,0.501443,0.654976,0.644351,1.48121,0.979873
766,691,33,694,733,0.486335,0.95442,0.498917,0.95442,0.501083,0.655287,0.643887,1.48228,0.979895
767,691,33,693,734,0.485634,0.95442,0.499277,0.95442,0.500723,0.655598,0.643422,1.483351,0.979901
768,691,33,692,735,0.484933,0.95442,0.499638,0.95442,0.500362,0.655909,0.642957,1.484423,0.979911
769,691,33,691,736,0.484233,0.95442,0.5,0.95442,0.5,0.65622,0.642492,1.485497,0.979913
770,691,33,690,737,0.483532,0.95442,0.500362,0.95442,0.499638,0.656532,0.642027,1.486573,0.979933
771,691,33,689,738,0.482831,0.95442,0.500725,0.95442,0.499275,0.656844,0.641562,1.48765,0.97994
772,691,33,688,739,0.48213,0.95442,0.501088,0.95442,0.498912,0.657156,0.641097,1.488729,0.979983
773,691,33,687,740,0.48143,0.95442,0.501451,0.95442,0.498549,0.657469,0.640632,1.489809,0.980012
774,691,33,686,741,0.480729,0.95442,0.501816,0.95442,0.498184,0.657782,0.640167,1.490891,0.980065
775,691,33,685,742,0.480028,0.95442,0.50218,0.95442,0.49782,0.658095,0.639702,1.491975,0.980082
776,691,33,684,743,0.479327,0.95442,0.502545,0.95442,0.497455,0.658409,0.639238,1.49306,0.980105
777,691,33,683,744,0.478626,0.95442,0.502911,0.95442,0.497089,0.658723,0.638773,1.494146,0.980117
778,690,34,683,744,0.478626,0.953039,0.502549,0.953039,0.497451,0.658083,0.638308,1.493071,0.98013
779,690,34,682,745,0.477926,0.953039,0.502915,0.953039,0.497085,0.658397,0.637843,1.494159,0.980132
780,690,34,681,746,0.477225,0.953039,0.503282,0.953039,0.496718,0.658711,0.637378,1.495249,0.980154
781,690,34,680,747,0.476524,0.953039,0.50365,0.953039,0.49635,0.659026,0.636913,1.49634,0.980169
782,690,34,679,748,0.475823,0.953039,0.504018,0.953039,0.495982,0.659341,0.636448,1.497433,0.980206
783,690,34,678,749,0.475123,0.953039,0.504386,0.953039,0.495614,0.659656,0.635983,1.498528,0.980229
784,690,34,677,750,0.474422,0.953039,0.504755,0.953039,0.495245,0.659971,0.635518,1.499624,0.980291
